Date,Price,Quantity Sold
Nov 06 2021 15: +0,0.144,6333
Nov 06 2021 16: +0,0.143,5016
Nov 06 2021 17: +0,0.14,4232
Nov 06 2021 18: +0,0.143,5153
Nov 06 2021 19: +0,0.148,5435
Nov 06 2021 20: +0,0.14,4933
Nov 06 2021 21: +0,0.141,4250
Nov 06 2021 22: +0,0.138,3801
Nov 06 2021 23: +0,0.138,3899
Nov 07 2021 00: +0,0.138,2947
Nov 07 2021 01: +0,0.138,2176
Nov 07 2021 02: +0,0.138,1875
Nov 07 2021 03: +0,0.138,1655
Nov 07 2021 04: +0,0.149,1970
Nov 07 2021 05: +0,0.153,3676
Nov 07 2021 06: +0,0.15,1368
Nov 07 2021 07: +0,0.154,2960
Nov 07 2021 08: +0,0.148,2207
Nov 07 2021 09: +0,0.154,4186
Nov 07 2021 10: +0,0.151,3905
Nov 07 2021 11: +0,0.149,4026
Nov 07 2021 12: +0,0.151,4645
Nov 07 2021 13: +0,0.149,5166
Nov 07 2021 14: +0,0.14,3725
Nov 07 2021 15: +0,0.138,3881
Nov 07 2021 16: +0,0.138,4319
Nov 07 2021 17: +0,0.138,4685
Nov 07 2021 18: +0,0.136,4209
Nov 07 2021 19: +0,0.134,5264
Nov 07 2021 20: +0,0.133,4196
Nov 07 2021 21: +0,0.133,4550
Nov 07 2021 22: +0,0.131,3077
Nov 07 2021 23: +0,0.133,4699
Nov 08 2021 00: +0,0.13,2538
Nov 08 2021 01: +0,0.132,2197
Nov 08 2021 02: +0,0.13,1633
Nov 08 2021 03: +0,0.131,1890
Nov 08 2021 04: +0,0.133,1631
Nov 08 2021 05: +0,0.133,1267
Nov 08 2021 06: +0,0.136,1883
Nov 08 2021 07: +0,0.13,2173
Nov 08 2021 08: +0,0.13,1850
Nov 08 2021 09: +0,0.13,2356
Nov 08 2021 10: +0,0.13,2603
Nov 08 2021 11: +0,0.13,2592
Nov 08 2021 12: +0,0.13,3045
Nov 08 2021 13: +0,0.129,3001
Nov 08 2021 14: +0,0.128,3424
Nov 08 2021 15: +0,0.128,3753
Nov 08 2021 16: +0,0.126,3353
Nov 08 2021 17: +0,0.126,3996
Nov 08 2021 18: +0,0.125,4222
Nov 08 2021 19: +0,0.13,4233
Nov 08 2021 20: +0,0.121,4386
Nov 08 2021 21: +0,0.12,3358
Nov 08 2021 22: +0,0.119,2634
Nov 08 2021 23: +0,0.119,2092
Nov 09 2021 00: +0,0.117,1712
Nov 09 2021 01: +0,0.118,1329
Nov 09 2021 02: +0,0.119,1815
Nov 09 2021 03: +0,0.13,2095
Nov 09 2021 04: +0,0.13,1220
Nov 09 2021 05: +0,0.128,1330
Nov 09 2021 06: +0,0.127,1219
Nov 09 2021 07: +0,0.127,1310
Nov 09 2021 08: +0,0.128,1612
Nov 09 2021 09: +0,0.13,1654
Nov 09 2021 10: +0,0.127,1854
Nov 09 2021 11: +0,0.13,2444
Nov 09 2021 12: +0,0.13,2381
